X1,X2,X3,X4,class
1.0,1.0,0.7341878665281002,0.6713488925270453,0.0
0.0,1.0,0.8493670821591802,0.861728373653614,1.0
1.0,0.0,0.9355141811158083,0.4346863136805452,0.0
1.0,0.0,0.7029998585510211,0.9058041538093298,1.0
1.0,0.0,0.0867423223341659,0.03117394790162098,0.0
0.0,1.0,0.5684627365563658,0.7679262514631378,1.0
0.0,1.0,0.7243625455824736,0.5573291502653247,0.0
0.0,0.0,0.5847118087592807,0.20764361852711466,1.0
1.0,1.0,0.46707431682706446,0.28531002202015143,0.0
0.0,0.0,0.2566627311571086,0.849265897643544,1.0
1.0,1.0,0.4599950300386244,0.622963658312714,0.0
0.0,1.0,0.4852741792193602,0.2274117143123242,1.0
1.0,1.0,0.5431872888326115,0.9117809837993727,0.0
0.0,0.0,0.7279799266895826,0.4629512666271979,1.0
1.0,1.0,0.7021349955982463,0.3392892634517646,0.0
0.0,0.0,0.8014114392159813,0.8544741443899997,1.0
1.0,1.0,0.6187970586176617,0.9339988050042088,0.0
0.0,0.0,0.7231212040399307,0.6264064414225897,1.0
1.0,0.0,0.7140412581757388,0.5848426554933165,0.0
1.0,0.0,0.388084722252633,0.6635675160136989,1.0
1.0,0.0,0.6662317150874586,0.39919060248055194,0.0
0.0,0.0,0.4371209308935833,0.6202551550913522,1.0
1.0,0.0,0.9342116811803529,0.359367714937158,0.0
0.0,1.0,0.7640442414160105,0.8079262876589867,1.0
0.0,1.0,0.22614435583167702,0.1907821153169339,0.0
1.0,0.0,0.8634861390679743,0.8903984167453851,1.0
1.0,1.0,0.23376052453902818,0.6580198993911618,0.0
0.0,0.0,0.5479132691336618,0.9060266528039423,1.0
1.0,1.0,0.01875290520346795,0.48448465768512317,0.0
1.0,0.0,0.19330272318070707,0.9306109781796901,1.0
1.0,0.0,0.1089179234408959,0.4341229078786041,0.0
1.0,0.0,0.3823923196149259,0.4494421667521179,1.0
0.0,1.0,0.11451651695537013,0.34984087436076927,0.0
0.0,0.0,0.937716664607795,0.5191828062841185,1.0
1.0,0.0,0.6321864353776862,0.06194671837088672,0.0
0.0,1.0,0.6016466262971719,0.44862558323003865,1.0
1.0,1.0,0.06837175555948327,0.9081745658916782,0.0
1.0,0.0,0.6426837876194174,0.4977592337914025,1.0
0.0,1.0,0.5284760138476394,0.038520143199700985,0.0
1.0,0.0,0.6576832678024204,0.7946690290588676,1.0
0.0,1.0,0.9202858587418333,0.13032230311492754,0.0
0.0,1.0,0.2913416809105389,0.9586880095822625,1.0
1.0,1.0,0.46036003719348995,0.24465156681615918,0.0
0.0,0.0,0.7272581079162785,0.24458228515671776,1.0
1.0,1.0,0.32008338077683196,0.8937869306979132,0.0
0.0,0.0,0.6315172158928067,0.8508365666346895,1.0
1.0,1.0,0.3721113908488062,0.474556702779136,0.0
1.0,0.0,0.714189546850387,0.9040449585101533,1.0
0.0,1.0,0.816950290595856,0.035376753181248666,0.0
1.0,0.0,0.09988065244596778,0.8337779814000634,1.0
1.0,1.0,0.6111371537680625,0.8734194890198695,0.0
0.0,0.0,0.9989058989358788,0.7914802355401099,1.0
1.0,0.0,0.7292435244954854,0.39075933731560064,0.0
0.0,0.0,0.12635138021479642,0.600425950184135,1.0
1.0,1.0,0.6029388241477878,0.38701029039922663,0.0
0.0,0.0,0.2518665419672679,0.6036370284552558,1.0
1.0,0.0,0.18626820937333788,0.27932445861695865,0.0
0.0,0.0,0.8079045148962454,0.046802857005555976,1.0
0.0,1.0,0.20351828901105296,0.13079341806175238,0.0
0.0,0.0,0.7523015463664817,0.06293989723334303,1.0
1.0,1.0,0.02548804848381847,0.10003594293769902,0.0
0.0,0.0,0.012206185564558769,0.47472564620338575,1.0
0.0,1.0,0.01458580411477206,0.02180896077382999,0.0
1.0,0.0,0.7265736565944869,0.9659803361663507,1.0
0.0,1.0,0.8022523312315759,0.4249039301916907,0.0
0.0,0.0,0.5225551890907373,0.22393803266317114,1.0
0.0,1.0,0.09540438742578705,0.15700905860741354,0.0
0.0,0.0,0.24422730617366906,0.47368196950386254,1.0
1.0,1.0,0.1591039981189879,0.8391711070298878,0.0
0.0,0.0,0.7929207759324212,0.24157011849744825,1.0
1.0,0.0,0.1628285531049113,0.003909959683149,0.0
0.0,1.0,0.0016094468435824405,0.8702178260442722,1.0
1.0,0.0,0.21459598438981908,0.557457318111448,0.0
1.0,0.0,0.8529776768366794,0.979214012135289,1.0
1.0,1.0,0.8457794885284627,0.022986575417572985,0.0
0.0,0.0,0.2510655254103731,0.9380000099395067,1.0
1.0,0.0,0.7131027408194147,0.612176675896902,0.0
0.0,0.0,0.36130064733777634,0.7175873895530501,1.0
1.0,1.0,0.8126472761220019,0.32796322727427707,0.0
1.0,0.0,0.7285188276715057,0.9531282140663233,1.0
1.0,1.0,0.7874062583523112,0.35035892929478785,0.0
0.0,0.0,0.5092350119781863,0.026117132196468162,1.0
1.0,1.0,0.11322182800597891,0.433777699965574,0.0
0.0,0.0,0.7495758748474298,0.8845993552156473,1.0
1.0,1.0,0.33855680175024405,0.6591748684863985,0.0
0.0,0.0,0.727832173319427,0.061261854028325735,1.0
0.0,1.0,0.8307107389830821,0.614921280956015,0.0
0.0,0.0,0.26718732274406076,0.9710277216648995,1.0
1.0,1.0,0.008351327239861872,0.7936977449579884,0.0
0.0,0.0,0.7092174982058093,0.021987968883224518,1.0
0.0,1.0,0.3762372582880077,0.2782584836634262,0.0
0.0,0.0,0.686680704589886,0.33167030637733175,1.0
0.0,1.0,0.1240977150858108,0.14399119835511476,0.0
1.0,0.0,0.9832935021631299,0.6558053972342657,1.0
0.0,1.0,0.8757783312572146,0.39994041931442204,0.0
0.0,0.0,0.772783814460131,0.056565161842719425,1.0
0.0,1.0,0.5784191438688133,0.19260861133668783,0.0
0.0,0.0,0.8411493416683361,0.894116886133753,1.0
0.0,1.0,0.8234408910793363,0.1315196516991899,0.0
1.0,0.0,0.3553322848408821,0.9976248990032739,1.0
0.0,1.0,0.8728827579789994,0.40089092092447864,0.0
0.0,0.0,0.7848231263867139,0.7531313414574584,1.0
1.0,0.0,0.9559198651609929,0.24789492644108257,0.0
0.0,1.0,0.358800523913536,0.9209172886374918,1.0
1.0,0.0,0.43437466795344204,0.031046746126378588,0.0
0.0,0.0,0.012209637144731555,0.7042442374416908,1.0
0.0,1.0,0.939400328762829,0.26225184001941415,0.0
0.0,0.0,0.34114790452601884,0.8162028684128821,1.0
1.0,0.0,0.3688413159240449,0.369435534457781,0.0
0.0,0.0,0.04521773600099188,0.5337861010217684,1.0
1.0,1.0,0.4915960300802755,0.8830444810133503,0.0
0.0,0.0,0.6910332268818894,0.7576038521939742,1.0
1.0,1.0,0.5214841831727757,0.9317006388071922,0.0
0.0,0.0,0.2053935462009321,0.04997936550904891,1.0
1.0,1.0,0.5427611395783944,0.23056294009263556,0.0
0.0,0.0,0.683340258601663,0.5541284052595291,1.0
1.0,0.0,0.7227712469384808,0.5958706315200678,0.0
0.0,1.0,0.09124189127223459,0.8057725205314858,1.0
0.0,1.0,0.3225786142686048,0.008165048833827737,0.0
0.0,1.0,0.3916598479832919,0.5318815054861123,1.0
1.0,1.0,0.5640814693979307,0.56806847110854,0.0
0.0,0.0,0.6544219349577011,0.421024553592372,1.0
1.0,0.0,0.3487650803603105,0.24334450849322253,0.0
0.0,0.0,0.3964348909925026,0.5411236669956849,1.0
0.0,1.0,0.38259859950216013,0.32060142035382133,0.0
0.0,0.0,0.4964906188589615,0.7619844617803138,1.0
1.0,0.0,0.8306208545378848,0.5823862229029078,0.0
0.0,1.0,0.06456016758389704,0.6742725677760251,1.0
0.0,1.0,0.20249634867326627,0.4876842168213428,0.0
0.0,0.0,0.5219636131936599,0.7092065097900473,1.0
1.0,0.0,0.8183556158715719,0.3149389308229378,0.0
0.0,0.0,0.29073886023495943,0.6363128240912658,1.0
1.0,0.0,0.01728968766907546,0.35034319344499576,0.0
0.0,0.0,0.4131995038874794,0.6846740937486289,1.0
1.0,1.0,0.9747653851381372,0.7211038560496295,0.0
0.0,1.0,0.6014933853741418,0.9370082471264292,1.0
0.0,1.0,0.91032676316953,0.6168600104841847,0.0
0.0,0.0,0.019785719318444195,0.45404054327229226,1.0
0.0,1.0,0.7401252631029522,0.05516970296442336,0.0
1.0,0.0,0.29674757478504143,0.9603241616952961,1.0
1.0,1.0,0.7126684670071712,0.7521738698121723,0.0
0.0,0.0,0.6733452434394797,0.5600863457832381,1.0
1.0,1.0,0.08472337199556312,0.8615902325621774,0.0
1.0,0.0,0.021420624985892367,0.9670948649996994,1.0
0.0,1.0,0.2959690011801934,0.4012266998451872,0.0
0.0,1.0,0.30242465964569665,0.8794843819952949,1.0
1.0,1.0,0.34666715670408565,0.8594213897156732,0.0
1.0,0.0,0.710319618684791,0.9881044203010134,1.0
1.0,0.0,0.17443627746563362,0.4577018682161228,0.0
0.0,0.0,0.2939981342098702,0.47285655186443354,1.0
1.0,0.0,0.3421263741367584,0.35246277283110306,0.0
0.0,0.0,0.16279669322621093,0.2287410246051369,1.0
1.0,1.0,0.717597706353511,0.19633124747147845,0.0
0.0,0.0,0.08252462112215664,0.2983674678873972,1.0
1.0,0.0,0.2719981509305325,0.3036126915739732,0.0
1.0,0.0,0.5468427018810669,0.42055820565610025,1.0
1.0,0.0,0.2441142659600708,0.06516796681957293,0.0
1.0,0.0,0.9435622688374964,0.9086161429036308,1.0
1.0,1.0,0.9112897020118511,0.9044177528387417,0.0
1.0,0.0,0.8571282471511238,0.901689604921577,1.0
1.0,1.0,0.038205006492363025,0.17407082892015635,0.0
0.0,0.0,0.40065235479901884,0.05989931887813027,1.0
1.0,0.0,0.7345683531960625,0.5281288481144172,0.0
1.0,0.0,0.5870426451826535,0.716246212988811,1.0
1.0,0.0,0.7027699230152495,0.4242934987144322,0.0
0.0,0.0,0.04040264103096736,0.1264072769104252,1.0
0.0,1.0,0.929889202365821,0.15464405133861048,0.0
1.0,0.0,0.02784913665202504,0.779184411364949,1.0
1.0,0.0,0.061031733322266524,0.16171485572776467,0.0
0.0,0.0,0.8709582825199041,0.7293533559088572,1.0
1.0,0.0,0.7655427818027246,0.43336450751473066,0.0
0.0,0.0,0.17048491156333911,0.6331136707655033,1.0
0.0,1.0,0.7838097054816326,0.014725431017874935,0.0
0.0,0.0,0.3590717407866142,0.5653357959179477,1.0
1.0,0.0,0.6550120304197796,0.24912451165577032,0.0
0.0,0.0,0.5427002051374066,0.5973301380545503,1.0
1.0,1.0,0.5820542655398807,0.10542061680050363,0.0
0.0,0.0,0.20458921317537548,0.23020256348833523,1.0
0.0,1.0,0.20190573400205847,0.6373831458422857,0.0
0.0,0.0,0.6961925866607971,0.0728574874381932,1.0
1.0,1.0,0.5827711016992403,0.16387030851501783,0.0
0.0,0.0,0.9712767992314006,0.8416065497012256,1.0
1.0,1.0,0.974920274239781,0.8448914064634163,0.0
0.0,0.0,0.2670171155913712,0.327160727670165,1.0
0.0,1.0,0.6786368835949156,0.370337985264515,0.0
1.0,0.0,0.015989989825751727,0.8374477405977324,1.0
1.0,0.0,0.5981946505958603,0.2072623089954707,0.0
0.0,0.0,0.3822004648540547,0.5193487355883555,1.0
1.0,1.0,0.8086568799115887,0.26062662981847173,0.0
0.0,0.0,0.9731595603181473,0.5014900735575164,1.0
0.0,1.0,0.34093100381618235,0.06784838158391326,0.0
0.0,1.0,0.361134134654156,0.615232306473059,1.0
1.0,1.0,0.6639040808280667,0.9815610604623464,0.0
0.0,1.0,0.4177882557395569,0.6081776436642299,1.0
1.0,1.0,0.6953029236494833,0.6821645716944873,0.0
0.0,0.0,0.07269541144488101,0.9399481956683597,1.0
0.0,1.0,0.7992259141432156,0.6753572159026351,0.0
0.0,1.0,0.4089721788343549,0.6830914393667046,1.0
1.0,1.0,0.8725083852430123,0.19880718035877876,0.0
0.0,0.0,0.7571974244825651,0.36280042019205494,1.0
1.0,1.0,0.9146840835899531,0.08580150356320315,0.0
1.0,0.0,0.0281005095027409,0.6432453609700194,1.0
0.0,1.0,0.9880279480245545,0.32541476039489003,0.0
1.0,0.0,0.3284643207833593,0.7925467562515834,1.0
0.0,1.0,0.3677686982078754,0.3757198941490234,0.0
1.0,0.0,0.3630806041620138,0.44637052582307846,1.0
1.0,1.0,0.2316025808335903,0.26647790538165994,0.0
1.0,0.0,0.37342458785945,0.7497269163018805,1.0
1.0,1.0,0.9829945384567104,0.18920282240181852,0.0
1.0,0.0,0.05075778328145797,0.8740039532497531,1.0
1.0,1.0,0.0221364845019828,0.06515403498716921,0.0
0.0,0.0,0.864040561913756,0.6499976012889765,1.0
0.0,1.0,0.8776668966532606,0.5297076152514854,0.0
0.0,0.0,0.06330292309810348,0.28521078909427966,1.0
0.0,1.0,0.115020605923418,0.3207092446635714,0.0
0.0,0.0,0.09652635779802687,0.6722990216678296,1.0
1.0,0.0,0.2454638258670664,0.2914967132956111,0.0
0.0,0.0,0.7708717113319805,0.8231830186569463,1.0
1.0,0.0,0.10337088313414955,0.3246080306715473,0.0
0.0,0.0,0.14373220829051647,0.8132372676747945,1.0
1.0,0.0,0.5755743218573648,0.14788346770589855,0.0
0.0,0.0,0.18974014901318703,0.10856037697432419,1.0
1.0,1.0,0.5498669349304369,0.24231779457938507,0.0
0.0,0.0,0.9668774101226991,0.6225067246757005,1.0
1.0,1.0,0.3850280608451828,0.44459195412439745,0.0
0.0,0.0,0.053574771638130736,0.2633273037222934,1.0
0.0,1.0,0.30128788017814434,0.2340520800316358,0.0
0.0,1.0,0.4885608542409513,0.5146697877541209,1.0
1.0,0.0,0.16361748633011164,0.7226517641038346,0.0
0.0,0.0,0.09428592179601969,0.5714433151912286,1.0
0.0,1.0,0.7622082446557014,0.5378456031634714,0.0
0.0,0.0,0.6572140854370532,0.6458837587427533,1.0
1.0,1.0,0.4040395274255101,0.15467085590802399,0.0
0.0,0.0,0.8430405063813522,0.4621743515213037,1.0
0.0,1.0,0.2679465708932658,0.049894749234969615,0.0
1.0,0.0,0.5343032183499291,0.5092386459833098,1.0
1.0,0.0,0.2833944243201828,0.36169468255851944,0.0
0.0,1.0,0.5127149210888556,0.8999957735646585,1.0
0.0,1.0,0.12130450553806327,0.07987970355677865,0.0
0.0,0.0,0.1746372108090669,0.3754248422708,1.0
1.0,1.0,0.583639423951213,0.5216411609307351,0.0
0.0,1.0,0.7559936282159264,0.8219722106156139,1.0
1.0,0.0,0.7820635166924355,0.24769519366290638,0.0
0.0,1.0,0.024400510063964598,0.6015829661722635,1.0
0.0,1.0,0.8767965386602471,0.3039613097376209,0.0
0.0,0.0,0.704154285608668,0.05349964360896864,1.0
1.0,0.0,0.8177622297739452,0.7711785327871855,0.0
1.0,0.0,0.6418007913517804,0.7300233887421688,1.0
1.0,1.0,0.45350757426521937,0.4309561230341862,0.0
0.0,1.0,0.5729514725166649,0.5527841472244115,1.0
0.0,1.0,0.835206350303551,0.5065915122118284,0.0
0.0,1.0,0.8225078478277417,0.9453940270139705,1.0
1.0,0.0,0.8691626311296518,0.10233012063148206,0.0
1.0,0.0,0.3438625279787334,0.8222848687257942,1.0
1.0,1.0,0.842970473828981,0.4398524988896806,0.0
0.0,0.0,0.5382749901039035,0.6271420548674937,1.0
0.0,1.0,0.26052596458713884,0.27930622823080253,0.0
0.0,0.0,0.7164932698887668,0.8887594060020286,1.0
1.0,1.0,0.49695186312523765,0.6108933311754468,0.0
0.0,0.0,0.16909991755789888,0.6722163111406837,1.0
1.0,1.0,0.6765851219216377,0.8837701675424423,0.0
1.0,0.0,0.5485234239881763,0.977573359920924,1.0
1.0,1.0,0.41905223099762534,0.7699703649434496,0.0
0.0,0.0,0.6832183261510931,0.01129551339304935,1.0
1.0,1.0,0.20798914908181998,0.8025899065938963,0.0
1.0,0.0,0.88888660135111,0.8951675701015518,1.0
1.0,1.0,0.052628690014051016,0.9601752228854186,0.0
0.0,0.0,0.06021652069498229,0.29884199748414386,1.0
1.0,1.0,0.04621147246200319,0.3803022798635123,0.0
0.0,1.0,0.28439253223887384,0.8848745569496499,1.0
1.0,1.0,0.9947008276422604,0.3869572855471656,0.0
0.0,0.0,0.14222868679448286,0.7016200993656151,1.0
1.0,1.0,0.870688414853983,0.0923752320775667,0.0
0.0,0.0,0.5127740513111364,0.29613563730270376,1.0
1.0,1.0,0.37165221064137,0.936114659913779,0.0
0.0,1.0,0.5451867270920758,0.7309052954238455,1.0
1.0,1.0,0.13304279992736978,0.48197750234503167,0.0
0.0,0.0,0.5696508045547501,0.3108606487225871,1.0
1.0,1.0,0.7628617222609132,0.7645134430976886,0.0
0.0,0.0,0.11795664161134856,0.2711947516768426,1.0
0.0,1.0,0.7307702257592651,0.21361182682343238,0.0
0.0,0.0,0.8286317574792023,0.8034273903367581,1.0
1.0,0.0,0.7240314754358625,0.40655530529123585,0.0
0.0,0.0,0.00035984415183776264,0.8317323749657934,1.0
0.0,1.0,0.9444304449682182,0.17481794578959442,0.0
1.0,0.0,0.18017734194155732,0.9538530693073558,1.0
1.0,1.0,0.40529728795679865,0.3254164936080691,0.0
0.0,1.0,0.0033455735638874273,0.5632852519332463,1.0
1.0,1.0,0.3081331727894543,0.22029873657430232,0.0
0.0,0.0,0.6001441784187226,0.15717064533740555,1.0
0.0,1.0,0.8528455365607044,0.17384826938918774,0.0
0.0,0.0,0.7405741925297856,0.09075555729375306,1.0
1.0,0.0,0.6950600221086807,0.5602196556674287,0.0
1.0,0.0,0.4430310424509518,0.6108207526128488,1.0
1.0,1.0,0.6475578021347146,0.2879887269859581,0.0
0.0,0.0,0.5814713266189012,0.6385640719025679,1.0
0.0,1.0,0.12269693109419155,0.4230728558351877,0.0
0.0,0.0,0.05863387053632252,0.3625166060260471,1.0
1.0,1.0,0.5983223438191302,0.8861798479768412,0.0
0.0,1.0,0.7646059387633,0.8599778294886402,1.0
0.0,1.0,0.8438774873961301,0.578768523150926,0.0
0.0,0.0,0.4063039501517067,0.8116484856282732,1.0
0.0,1.0,0.21821136605577907,0.1299754413762918,0.0
0.0,0.0,0.40295316375851664,0.5299059337604114,1.0
0.0,1.0,0.8653715841420534,0.15500083371479034,0.0
0.0,0.0,0.12822643557348645,0.5648626836128497,1.0
1.0,0.0,0.8951551470432619,0.7303173827956589,0.0
0.0,0.0,0.4908236562902968,0.3023375472827038,1.0
1.0,1.0,0.4943291487051108,0.9484876191569063,0.0
0.0,0.0,0.019546772188468564,0.425551001298501,1.0
1.0,1.0,0.04734772971270507,0.0982345970116697,0.0
0.0,0.0,0.7756554514502606,0.5331722925380654,1.0
1.0,1.0,0.8824193076537526,0.11311322992597761,0.0
0.0,0.0,0.05953446641643079,0.9194712164995438,1.0
1.0,1.0,0.32985190569800404,0.9603017476679583,0.0
0.0,1.0,0.5329663841587083,0.6608819274299332,1.0
1.0,1.0,0.6601515085320395,0.3612805063330804,0.0
0.0,1.0,0.5622541326440172,0.5455334857012051,1.0
0.0,1.0,0.559461431868622,0.15687589438376626,0.0
0.0,0.0,0.22622602190452723,0.5168080297337346,1.0
1.0,0.0,0.7340649334556808,0.5020615810946132,0.0
0.0,0.0,0.9501916507055492,0.886094081802641,1.0
1.0,1.0,0.9212943389201336,0.5453016751956269,0.0
0.0,0.0,0.5402259456207051,0.8636989161856762,1.0
1.0,0.0,0.7650460772859553,0.39688436324296295,0.0
0.0,0.0,0.6112221890627216,0.6589169707455445,1.0
0.0,1.0,0.9848112105739567,0.48122497399381947,0.0
